"Mes","Dia","Ano","Hora","Minutos","Dia da semana","no_rain","chuva_fraca","chuva","chuva_trovoada","chuva_intensa"
11,3,2018,20,0,7,1,0,0,0,0
11,3,2018,21,0,7,1,0,0,0,0
11,3,2018,22,0,7,1,0,0,0,0
11,3,2018,23,0,7,1,0,0,0,0
11,4,2018,0,0,8,1,0,0,0,0
11,4,2018,1,0,8,1,0,0,0,0
11,4,2018,2,0,8,1,0,0,0,0
11,4,2018,3,0,8,1,0,0,0,0
11,4,2018,4,0,8,1,0,0,0,0
11,4,2018,5,0,8,1,0,0,0,0
11,4,2018,6,0,8,1,0,0,0,0
11,4,2018,7,0,8,1,0,0,0,0
11,4,2018,8,0,8,0,0,1,0,0
11,4,2018,9,0,8,1,0,0,0,0
11,4,2018,10,0,8,0,1,0,0,0
11,4,2018,11,0,8,0,1,0,0,0
11,4,2018,12,0,8,0,1,0,0,0
11,4,2018,13,0,8,0,1,0,0,0
11,4,2018,14,0,8,0,1,0,0,0
11,4,2018,15,0,8,0,0,1,0,0
11,4,2018,16,0,8,0,1,0,0,0
11,4,2018,17,0,8,0,0,1,0,0
11,4,2018,18,0,8,0,0,1,0,0
11,4,2018,19,0,8,0,1,0,0,0
11,4,2018,20,0,8,0,0,1,0,0
11,4,2018,21,0,8,0,0,1,0,0
11,4,2018,22,0,8,0,1,0,0,0
11,4,2018,23,0,8,0,0,1,0,0
11,5,2018,0,0,2,0,0,1,0,0
11,5,2018,1,0,2,1,0,0,0,0
11,5,2018,2,0,2,0,0,1,0,0
11,5,2018,3,0,2,1,0,0,0,0
11,5,2018,4,0,2,1,0,0,0,0
11,5,2018,5,0,2,1,0,0,0,0
11,5,2018,6,0,2,0,0,1,0,0
11,5,2018,7,0,2,0,1,0,0,0
11,5,2018,8,0,2,1,0,0,0,0
11,5,2018,9,0,2,1,0,0,0,0
11,5,2018,10,0,2,1,0,0,0,0
11,5,2018,11,0,2,0,0,1,0,0
11,5,2018,12,0,2,1,0,0,0,0
11,5,2018,13,0,2,1,0,0,0,0
11,5,2018,14,0,2,1,0,0,0,0
11,5,2018,15,0,2,0,0,1,0,0
11,5,2018,16,0,2,1,0,0,0,0
11,5,2018,17,0,2,1,0,0,0,0
11,5,2018,18,0,2,1,0,0,0,0
11,5,2018,19,0,2,1,0,0,0,0
11,5,2018,20,0,2,1,0,0,0,0
11,5,2018,21,0,2,0,0,1,0,0
11,5,2018,22,0,2,0,0,1,0,0
11,5,2018,23,0,2,1,0,0,0,0
11,6,2018,0,0,3,0,0,1,0,0
11,6,2018,1,0,3,1,0,0,0,0
11,6,2018,2,0,3,1,0,0,0,0
11,6,2018,3,0,3,1,0,0,0,0
11,6,2018,4,0,3,0,0,1,0,0
11,6,2018,5,0,3,1,0,0,0,0
11,6,2018,6,0,3,1,0,0,0,0
11,6,2018,7,0,3,0,1,0,0,0
11,6,2018,8,0,3,0,1,0,0,0
11,6,2018,9,0,3,0,1,0,0,0
11,6,2018,10,0,3,0,1,0,0,0
11,6,2018,11,0,3,1,0,0,0,0
11,6,2018,12,0,3,0,1,0,0,0
11,6,2018,13,0,3,0,1,0,0,0
11,6,2018,14,0,3,0,1,0,0,0
11,6,2018,15,0,3,0,1,0,0,0
11,6,2018,16,0,3,0,1,0,0,0
11,6,2018,17,0,3,1,0,0,0,0
11,6,2018,18,0,3,1,0,0,0,0
11,6,2018,19,0,3,0,1,0,0,0
11,6,2018,20,0,3,0,1,0,0,0
11,6,2018,21,0,3,0,0,1,0,0
11,6,2018,22,0,3,0,1,0,0,0
11,6,2018,23,0,3,0,1,0,0,0
11,7,2018,0,0,4,0,0,1,0,0
11,7,2018,1,0,4,0,0,1,0,0
11,7,2018,2,0,4,1,0,0,0,0
11,7,2018,3,0,4,1,0,0,0,0
11,7,2018,4,0,4,1,0,0,0,0
11,7,2018,5,0,4,1,0,0,0,0
11,7,2018,6,0,4,1,0,0,0,0
11,7,2018,7,0,4,1,0,0,0,0
11,7,2018,8,0,4,1,0,0,0,0
11,7,2018,9,0,4,1,0,0,0,0
11,7,2018,10,0,4,1,0,0,0,0
11,7,2018,11,0,4,1,0,0,0,0
11,7,2018,12,0,4,1,0,0,0,0
11,7,2018,13,0,4,1,0,0,0,0
11,7,2018,14,0,4,1,0,0,0,0
11,7,2018,15,0,4,1,0,0,0,0
11,7,2018,16,0,4,1,0,0,0,0
11,7,2018,17,0,4,1,0,0,0,0
11,7,2018,18,0,4,1,0,0,0,0
11,7,2018,19,0,4,1,0,0,0,0
11,7,2018,20,0,4,1,0,0,0,0
11,7,2018,21,0,4,1,0,0,0,0
11,7,2018,22,0,4,1,0,0,0,0
11,7,2018,23,0,4,1,0,0,0,0
11,8,2018,0,0,5,1,0,0,0,0
11,8,2018,1,0,5,1,0,0,0,0
11,8,2018,2,0,5,1,0,0,0,0
11,8,2018,3,0,5,1,0,0,0,0
11,8,2018,4,0,5,1,0,0,0,0
11,8,2018,5,0,5,1,0,0,0,0
11,8,2018,6,0,5,1,0,0,0,0
11,8,2018,7,0,5,0,1,0,0,0
11,8,2018,8,0,5,0,1,0,0,0
11,8,2018,9,0,5,0,1,0,0,0
11,8,2018,10,0,5,0,0,0,0,1
11,8,2018,11,0,5,0,1,0,0,0
11,8,2018,12,0,5,0,0,1,0,0
11,8,2018,13,0,5,0,0,1,0,0
11,8,2018,14,0,5,0,0,1,0,0
11,8,2018,15,0,5,1,0,0,0,0
11,8,2018,16,0,5,1,0,0,0,0
11,8,2018,17,0,5,1,0,0,0,0
11,8,2018,18,0,5,1,0,0,0,0
11,8,2018,19,0,5,1,0,0,0,0
11,8,2018,20,0,5,1,0,0,0,0
11,8,2018,21,0,5,1,0,0,0,0
11,8,2018,22,0,5,1,0,0,0,0
11,8,2018,23,0,5,1,0,0,0,0
11,9,2018,0,0,6,1,0,0,0,0
11,9,2018,1,0,6,1,0,0,0,0
11,9,2018,2,0,6,1,0,0,0,0
11,9,2018,3,0,6,1,0,0,0,0
11,9,2018,4,0,6,1,0,0,0,0
11,9,2018,5,0,6,0,0,1,0,0
11,9,2018,6,0,6,1,0,0,0,0
11,9,2018,7,0,6,1,0,0,0,0
11,9,2018,8,0,6,1,0,0,0,0
11,9,2018,9,0,6,1,0,0,0,0
11,9,2018,11,0,6,1,0,0,0,0
11,9,2018,12,0,6,0,1,0,0,0
11,9,2018,13,0,6,0,1,0,0,0
11,9,2018,14,0,6,0,1,0,0,0
11,9,2018,15,0,6,0,1,0,0,0
11,9,2018,16,0,6,0,1,0,0,0
11,9,2018,17,0,6,0,1,0,0,0
11,9,2018,18,0,6,1,0,0,0,0
11,9,2018,19,0,6,1,0,0,0,0
11,9,2018,20,0,6,1,0,0,0,0
11,9,2018,21,0,6,0,1,0,0,0
11,9,2018,22,0,6,0,1,0,0,0
11,9,2018,23,0,6,1,0,0,0,0
11,10,2018,0,0,7,0,1,0,0,0
11,10,2018,1,0,7,0,1,0,0,0
11,10,2018,2,0,7,0,1,0,0,0
11,10,2018,3,0,7,0,0,0,0,1
11,10,2018,4,0,7,0,1,0,0,0
11,10,2018,5,0,7,1,0,0,0,0
11,10,2018,6,0,7,0,0,1,0,0
11,10,2018,7,0,7,1,0,0,0,0
11,10,2018,8,0,7,1,0,0,0,0
11,10,2018,9,0,7,0,1,0,0,0
11,10,2018,10,0,7,1,0,0,0,0
11,10,2018,11,0,7,1,0,0,0,0
11,10,2018,12,0,7,1,0,0,0,0
11,10,2018,13,0,7,1,0,0,0,0
11,10,2018,14,0,7,1,0,0,0,0
11,10,2018,15,0,7,1,0,0,0,0
11,10,2018,16,0,7,1,0,0,0,0
11,10,2018,17,0,7,1,0,0,0,0
11,10,2018,18,0,7,1,0,0,0,0
11,10,2018,19,0,7,1,0,0,0,0
11,10,2018,20,0,7,1,0,0,0,0
11,10,2018,21,0,7,1,0,0,0,0
11,10,2018,22,0,7,1,0,0,0,0
11,10,2018,23,0,7,1,0,0,0,0
11,11,2018,0,0,8,1,0,0,0,0
11,11,2018,1,0,8,1,0,0,0,0
11,11,2018,2,0,8,1,0,0,0,0
11,11,2018,3,0,8,0,1,0,0,0
11,11,2018,4,0,8,0,1,0,0,0
11,11,2018,5,0,8,0,1,0,0,0
11,11,2018,6,0,8,0,0,1,0,0
11,11,2018,7,0,8,0,1,0,0,0
11,11,2018,8,0,8,0,0,1,0,0
11,11,2018,9,0,8,0,1,0,0,0
11,11,2018,10,0,8,0,0,1,0,0
11,11,2018,11,0,8,0,1,0,0,0
11,11,2018,12,0,8,0,1,0,0,0
11,11,2018,13,0,8,0,1,0,0,0
11,11,2018,14,0,8,0,1,0,0,0
11,11,2018,15,0,8,0,0,1,0,0
11,11,2018,16,0,8,0,0,1,0,0
11,11,2018,17,0,8,0,1,0,0,0
11,11,2018,18,0,8,0,1,0,0,0
11,11,2018,19,0,8,0,1,0,0,0
11,11,2018,20,0,8,1,0,0,0,0
11,11,2018,21,0,8,1,0,0,0,0
11,11,2018,22,0,8,1,0,0,0,0
11,11,2018,23,0,8,1,0,0,0,0
11,12,2018,0,0,2,1,0,0,0,0
11,12,2018,1,0,2,1,0,0,0,0
11,12,2018,2,0,2,1,0,0,0,0
11,12,2018,3,0,2,1,0,0,0,0
11,12,2018,4,0,2,1,0,0,0,0
11,12,2018,5,0,2,1,0,0,0,0
11,12,2018,6,0,2,1,0,0,0,0
11,12,2018,7,0,2,1,0,0,0,0
11,12,2018,8,0,2,1,0,0,0,0
11,12,2018,9,0,2,1,0,0,0,0
11,12,2018,10,0,2,1,0,0,0,0
11,12,2018,11,0,2,1,0,0,0,0
11,12,2018,12,0,2,1,0,0,0,0
11,12,2018,13,0,2,1,0,0,0,0
11,12,2018,14,0,2,1,0,0,0,0
11,12,2018,15,0,2,1,0,0,0,0
11,12,2018,16,0,2,1,0,0,0,0
11,12,2018,17,0,2,1,0,0,0,0
11,12,2018,18,0,2,1,0,0,0,0
11,12,2018,19,0,2,1,0,0,0,0
11,12,2018,20,0,2,1,0,0,0,0
11,12,2018,21,0,2,1,0,0,0,0
11,12,2018,22,0,2,1,0,0,0,0
11,12,2018,23,0,2,1,0,0,0,0
11,13,2018,0,0,3,1,0,0,0,0
11,13,2018,1,0,3,1,0,0,0,0
11,13,2018,2,0,3,1,0,0,0,0
11,13,2018,3,0,3,1,0,0,0,0
11,13,2018,4,0,3,1,0,0,0,0
11,13,2018,5,0,3,1,0,0,0,0
11,13,2018,6,0,3,1,0,0,0,0
11,13,2018,7,0,3,1,0,0,0,0
11,13,2018,8,0,3,1,0,0,0,0
11,13,2018,9,0,3,1,0,0,0,0
11,13,2018,10,0,3,1,0,0,0,0
11,13,2018,11,0,3,1,0,0,0,0
11,13,2018,12,0,3,1,0,0,0,0
11,13,2018,13,0,3,1,0,0,0,0
11,13,2018,14,0,3,1,0,0,0,0
11,13,2018,15,0,3,1,0,0,0,0
11,13,2018,16,0,3,1,0,0,0,0
11,13,2018,17,0,3,1,0,0,0,0
11,13,2018,18,0,3,1,0,0,0,0
11,13,2018,19,0,3,1,0,0,0,0
11,13,2018,20,0,3,1,0,0,0,0
11,13,2018,21,0,3,1,0,0,0,0
11,13,2018,22,0,3,1,0,0,0,0
11,13,2018,23,0,3,1,0,0,0,0
11,14,2018,0,0,4,1,0,0,0,0
11,14,2018,1,0,4,1,0,0,0,0
11,14,2018,2,0,4,1,0,0,0,0
11,14,2018,3,0,4,1,0,0,0,0
11,14,2018,4,0,4,1,0,0,0,0
11,14,2018,5,0,4,1,0,0,0,0
11,14,2018,6,0,4,1,0,0,0,0
11,14,2018,7,0,4,1,0,0,0,0
11,14,2018,8,0,4,1,0,0,0,0
11,14,2018,9,0,4,1,0,0,0,0
11,14,2018,10,0,4,1,0,0,0,0
11,14,2018,11,0,4,1,0,0,0,0
11,14,2018,12,0,4,1,0,0,0,0
11,14,2018,13,0,4,1,0,0,0,0
11,14,2018,14,0,4,1,0,0,0,0
11,14,2018,15,0,4,1,0,0,0,0
11,14,2018,16,0,4,1,0,0,0,0
11,14,2018,17,0,4,1,0,0,0,0
11,14,2018,18,0,4,1,0,0,0,0
11,14,2018,19,0,4,1,0,0,0,0
11,14,2018,20,0,4,1,0,0,0,0
11,14,2018,21,0,4,1,0,0,0,0
11,14,2018,22,0,4,1,0,0,0,0
11,14,2018,23,0,4,1,0,0,0,0
11,15,2018,0,0,5,1,0,0,0,0
11,15,2018,1,0,5,1,0,0,0,0
11,15,2018,2,0,5,1,0,0,0,0
11,15,2018,3,0,5,1,0,0,0,0
11,15,2018,4,0,5,1,0,0,0,0
11,15,2018,5,0,5,1,0,0,0,0
11,15,2018,6,0,5,1,0,0,0,0
11,15,2018,7,0,5,1,0,0,0,0
11,15,2018,8,0,5,1,0,0,0,0
11,15,2018,9,0,5,1,0,0,0,0
11,15,2018,10,0,5,1,0,0,0,0
11,15,2018,11,0,5,1,0,0,0,0
11,15,2018,12,0,5,1,0,0,0,0
11,15,2018,13,0,5,1,0,0,0,0
11,15,2018,14,0,5,1,0,0,0,0
11,15,2018,15,0,5,1,0,0,0,0
11,15,2018,16,0,5,1,0,0,0,0
11,15,2018,17,0,5,1,0,0,0,0
11,15,2018,18,0,5,1,0,0,0,0
11,15,2018,19,0,5,1,0,0,0,0
11,15,2018,20,0,5,1,0,0,0,0
11,15,2018,21,0,5,1,0,0,0,0
11,15,2018,22,0,5,1,0,0,0,0
11,15,2018,23,0,5,1,0,0,0,0
11,16,2018,0,0,6,1,0,0,0,0
11,16,2018,1,0,6,1,0,0,0,0
11,16,2018,2,0,6,1,0,0,0,0
11,16,2018,3,0,6,1,0,0,0,0
11,16,2018,4,0,6,1,0,0,0,0
11,16,2018,5,0,6,1,0,0,0,0
11,16,2018,6,0,6,1,0,0,0,0
11,16,2018,7,0,6,1,0,0,0,0
11,16,2018,8,0,6,1,0,0,0,0
11,16,2018,9,0,6,1,0,0,0,0
11,16,2018,10,0,6,1,0,0,0,0
11,16,2018,11,0,6,1,0,0,0,0
11,16,2018,12,0,6,1,0,0,0,0
11,16,2018,13,0,6,1,0,0,0,0
11,16,2018,14,0,6,1,0,0,0,0
11,16,2018,15,0,6,1,0,0,0,0
11,16,2018,16,0,6,1,0,0,0,0
11,16,2018,17,0,6,1,0,0,0,0
11,16,2018,18,0,6,1,0,0,0,0
11,16,2018,19,0,6,1,0,0,0,0
11,16,2018,20,0,6,1,0,0,0,0
11,16,2018,21,0,6,1,0,0,0,0
11,16,2018,22,0,6,1,0,0,0,0
11,16,2018,23,0,6,1,0,0,0,0
11,17,2018,0,0,7,1,0,0,0,0
11,17,2018,1,0,7,1,0,0,0,0
11,17,2018,2,0,7,1,0,0,0,0
11,17,2018,3,0,7,1,0,0,0,0
11,17,2018,4,0,7,1,0,0,0,0
11,17,2018,5,0,7,1,0,0,0,0
11,17,2018,6,0,7,1,0,0,0,0
11,17,2018,7,0,7,1,0,0,0,0
11,17,2018,8,0,7,1,0,0,0,0
11,17,2018,9,0,7,1,0,0,0,0
11,17,2018,10,0,7,1,0,0,0,0
11,17,2018,11,0,7,1,0,0,0,0
11,17,2018,12,0,7,1,0,0,0,0
11,17,2018,13,0,7,1,0,0,0,0
11,17,2018,14,0,7,1,0,0,0,0
11,17,2018,15,0,7,1,0,0,0,0
11,17,2018,16,0,7,1,0,0,0,0
11,17,2018,17,0,7,1,0,0,0,0
11,17,2018,18,0,7,1,0,0,0,0
11,17,2018,19,0,7,1,0,0,0,0
11,17,2018,20,0,7,1,0,0,0,0
11,17,2018,21,0,7,1,0,0,0,0
11,17,2018,22,0,7,1,0,0,0,0
11,17,2018,23,0,7,1,0,0,0,0
11,18,2018,0,0,8,1,0,0,0,0
11,18,2018,1,0,8,1,0,0,0,0
11,18,2018,2,0,8,1,0,0,0,0
11,18,2018,3,0,8,1,0,0,0,0
11,18,2018,4,0,8,1,0,0,0,0
11,18,2018,5,0,8,1,0,0,0,0
11,18,2018,6,0,8,1,0,0,0,0
11,18,2018,7,0,8,1,0,0,0,0
11,18,2018,8,0,8,1,0,0,0,0
11,18,2018,9,0,8,0,1,0,0,0
11,18,2018,10,0,8,1,0,0,0,0
11,18,2018,11,0,8,1,0,0,0,0
11,18,2018,12,0,8,1,0,0,0,0
11,18,2018,13,0,8,1,0,0,0,0
11,18,2018,14,0,8,1,0,0,0,0
11,18,2018,15,0,8,0,1,0,0,0
11,18,2018,16,0,8,1,0,0,0,0
11,18,2018,17,0,8,1,0,0,0,0
11,18,2018,18,0,8,0,1,0,0,0
11,18,2018,19,0,8,0,1,0,0,0
11,18,2018,20,0,8,0,1,0,0,0
11,18,2018,21,0,8,0,1,0,0,0
11,18,2018,22,0,8,0,1,0,0,0
11,18,2018,23,0,8,0,1,0,0,0
11,19,2018,0,0,2,0,1,0,0,0
11,19,2018,1,0,2,0,1,0,0,0
11,19,2018,2,0,2,1,0,0,0,0
11,19,2018,3,0,2,1,0,0,0,0
11,19,2018,4,0,2,1,0,0,0,0
11,19,2018,5,0,2,1,0,0,0,0
11,19,2018,6,0,2,1,0,0,0,0
11,19,2018,7,0,2,1,0,0,0,0
11,19,2018,8,0,2,1,0,0,0,0
11,19,2018,9,0,2,1,0,0,0,0
11,19,2018,10,0,2,1,0,0,0,0
11,19,2018,11,0,2,1,0,0,0,0
11,19,2018,12,0,2,1,0,0,0,0
11,19,2018,13,0,2,1,0,0,0,0
11,19,2018,14,0,2,1,0,0,0,0
11,19,2018,15,0,2,1,0,0,0,0
11,19,2018,16,0,2,1,0,0,0,0
11,19,2018,17,0,2,1,0,0,0,0
11,19,2018,18,0,2,1,0,0,0,0
11,19,2018,19,0,2,1,0,0,0,0
11,19,2018,20,0,2,1,0,0,0,0
11,19,2018,21,0,2,0,0,1,0,0
11,19,2018,22,0,2,0,0,1,0,0
11,19,2018,23,0,2,0,1,0,0,0
11,20,2018,0,0,3,1,0,0,0,0
11,20,2018,1,0,3,1,0,0,0,0
11,20,2018,2,0,3,1,0,0,0,0
11,20,2018,3,0,3,1,0,0,0,0
11,20,2018,4,0,3,1,0,0,0,0
11,20,2018,5,0,3,1,0,0,0,0
11,20,2018,6,0,3,0,1,0,0,0
11,20,2018,7,0,3,0,1,0,0,0
11,20,2018,8,0,3,0,0,1,0,0
11,20,2018,9,0,3,0,0,1,0,0
11,20,2018,10,0,3,0,0,1,0,0
11,20,2018,11,0,3,1,0,0,0,0
11,20,2018,12,0,3,1,0,0,0,0
11,20,2018,13,0,3,1,0,0,0,0
11,20,2018,14,0,3,1,0,0,0,0
11,20,2018,15,0,3,0,0,1,0,0
11,20,2018,16,0,3,1,0,0,0,0
11,20,2018,17,0,3,1,0,0,0,0
11,20,2018,18,0,3,1,0,0,0,0
11,20,2018,19,0,3,1,0,0,0,0
11,20,2018,20,0,3,1,0,0,0,0
11,20,2018,21,0,3,1,0,0,0,0
11,20,2018,22,0,3,1,0,0,0,0
11,20,2018,23,0,3,1,0,0,0,0
11,21,2018,0,0,4,0,0,1,0,0
11,21,2018,1,0,4,1,0,0,0,0
11,21,2018,2,0,4,1,0,0,0,0
11,21,2018,3,0,4,1,0,0,0,0
11,21,2018,4,0,4,1,0,0,0,0
11,21,2018,5,0,4,0,0,1,0,0
11,21,2018,6,0,4,0,0,0,1,0
11,21,2018,7,0,4,1,0,0,0,0
11,21,2018,8,0,4,1,0,0,0,0
11,21,2018,9,0,4,1,0,0,0,0
11,21,2018,10,0,4,0,0,1,0,0
11,21,2018,11,0,4,1,0,0,0,0
11,21,2018,12,0,4,1,0,0,0,0
11,21,2018,13,0,4,0,0,1,0,0
11,21,2018,14,0,4,0,0,1,0,0
11,21,2018,15,0,4,0,0,1,0,0
11,21,2018,16,0,4,0,0,1,0,0
11,21,2018,17,0,4,0,0,1,0,0
11,21,2018,18,0,4,1,0,0,0,0
11,21,2018,19,0,4,1,0,0,0,0
11,21,2018,20,0,4,1,0,0,0,0
11,21,2018,22,0,4,1,0,0,0,0
11,21,2018,23,0,4,0,0,0,1,0
11,22,2018,0,0,5,0,0,1,0,0
11,22,2018,1,0,5,0,0,1,0,0
11,22,2018,2,0,5,1,0,0,0,0
11,22,2018,3,0,5,0,0,1,0,0
11,22,2018,4,0,5,0,0,1,0,0
11,22,2018,5,0,5,0,0,1,0,0
11,22,2018,6,0,5,0,0,1,0,0
11,22,2018,7,0,5,0,0,1,0,0
11,22,2018,8,0,5,0,0,1,0,0
11,22,2018,9,0,5,0,0,1,0,0
11,22,2018,10,0,5,0,0,1,0,0
11,22,2018,11,0,5,1,0,0,0,0
11,22,2018,12,0,5,1,0,0,0,0
11,22,2018,13,0,5,0,0,1,0,0
11,22,2018,14,0,5,1,0,0,0,0
11,22,2018,15,0,5,1,0,0,0,0
11,22,2018,16,0,5,1,0,0,0,0
11,22,2018,17,0,5,1,0,0,0,0
11,22,2018,18,0,5,0,0,1,0,0
11,22,2018,19,0,5,0,0,1,0,0
11,22,2018,20,0,5,1,0,0,0,0
11,22,2018,21,0,5,0,0,0,1,0
11,22,2018,22,0,5,1,0,0,0,0
11,22,2018,23,0,5,0,0,1,0,0
11,23,2018,0,0,6,0,0,1,0,0
11,23,2018,1,0,6,1,0,0,0,0
11,23,2018,2,0,6,1,0,0,0,0
11,23,2018,3,0,6,1,0,0,0,0
11,23,2018,4,0,6,1,0,0,0,0
11,23,2018,5,0,6,1,0,0,0,0
11,23,2018,6,0,6,1,0,0,0,0
11,23,2018,7,0,6,0,0,1,0,0
11,23,2018,8,0,6,1,0,0,0,0
11,23,2018,9,0,6,1,0,0,0,0
11,23,2018,10,0,6,1,0,0,0,0
11,23,2018,11,0,6,1,0,0,0,0
11,23,2018,12,0,6,1,0,0,0,0
11,23,2018,13,0,6,0,0,1,0,0
11,23,2018,14,0,6,1,0,0,0,0
11,23,2018,15,0,6,1,0,0,0,0
11,23,2018,16,0,6,1,0,0,0,0
11,23,2018,17,0,6,1,0,0,0,0
11,23,2018,18,0,6,1,0,0,0,0
11,23,2018,19,0,6,1,0,0,0,0
11,23,2018,20,0,6,1,0,0,0,0
11,23,2018,21,0,6,1,0,0,0,0
11,23,2018,22,0,6,1,0,0,0,0
11,23,2018,23,0,6,1,0,0,0,0
11,24,2018,0,0,7,1,0,0,0,0
11,24,2018,1,0,7,1,0,0,0,0
11,24,2018,2,0,7,0,0,1,0,0
11,24,2018,3,0,7,1,0,0,0,0
11,24,2018,4,0,7,0,0,1,0,0
11,24,2018,5,0,7,0,1,0,0,0
11,24,2018,6,0,7,1,0,0,0,0
11,24,2018,7,0,7,1,0,0,0,0
11,24,2018,8,0,7,0,1,0,0,0
11,24,2018,9,0,7,0,1,0,0,0
11,24,2018,10,0,7,1,0,0,0,0
11,24,2018,11,0,7,1,0,0,0,0
11,24,2018,12,0,7,1,0,0,0,0
11,24,2018,13,0,7,0,1,0,0,0
11,24,2018,14,0,7,0,0,1,0,0
11,24,2018,15,0,7,0,1,0,0,0
11,24,2018,16,0,7,0,0,1,0,0
11,24,2018,17,0,7,0,0,1,0,0
11,24,2018,18,0,7,0,1,0,0,0
11,24,2018,19,0,7,0,1,0,0,0
11,24,2018,20,0,7,0,1,0,0,0
11,24,2018,21,0,7,0,1,0,0,0
11,24,2018,22,0,7,0,1,0,0,0
11,24,2018,23,0,7,1,0,0,0,0
11,25,2018,0,0,8,1,0,0,0,0
11,25,2018,1,0,8,1,0,0,0,0
11,25,2018,2,0,8,1,0,0,0,0
11,25,2018,3,0,8,1,0,0,0,0
11,25,2018,4,0,8,1,0,0,0,0
11,25,2018,5,0,8,1,0,0,0,0
11,25,2018,7,0,8,1,0,0,0,0
11,25,2018,8,0,8,1,0,0,0,0
11,25,2018,9,0,8,1,0,0,0,0
11,25,2018,10,0,8,1,0,0,0,0
11,25,2018,11,0,8,1,0,0,0,0
11,25,2018,12,0,8,1,0,0,0,0
11,25,2018,13,0,8,1,0,0,0,0
11,25,2018,14,0,8,1,0,0,0,0
11,25,2018,15,0,8,0,1,0,0,0
11,25,2018,16,0,8,0,0,1,0,0
11,25,2018,17,0,8,0,1,0,0,0
11,25,2018,18,0,8,0,1,0,0,0
11,25,2018,19,0,8,0,1,0,0,0
11,25,2018,20,0,8,1,0,0,0,0
11,25,2018,21,0,8,1,0,0,0,0
11,25,2018,22,0,8,1,0,0,0,0
11,25,2018,23,0,8,1,0,0,0,0
11,26,2018,0,0,2,1,0,0,0,0
11,26,2018,1,0,2,1,0,0,0,0
11,26,2018,2,0,2,1,0,0,0,0
11,26,2018,3,0,2,1,0,0,0,0
11,26,2018,4,0,2,1,0,0,0,0
11,26,2018,5,0,2,0,1,0,0,0
11,26,2018,6,0,2,1,0,0,0,0
11,26,2018,7,0,2,0,0,1,0,0
11,26,2018,8,0,2,1,0,0,0,0
11,26,2018,9,0,2,1,0,0,0,0
11,26,2018,10,0,2,1,0,0,0,0
11,26,2018,11,0,2,1,0,0,0,0
11,26,2018,12,0,2,1,0,0,0,0
11,26,2018,13,0,2,1,0,0,0,0
11,26,2018,14,0,2,1,0,0,0,0
11,26,2018,15,0,2,1,0,0,0,0
11,26,2018,16,0,2,1,0,0,0,0
11,26,2018,17,0,2,1,0,0,0,0
11,26,2018,18,0,2,1,0,0,0,0
11,26,2018,19,0,2,1,0,0,0,0
11,26,2018,20,0,2,1,0,0,0,0
11,26,2018,21,0,2,1,0,0,0,0
11,26,2018,22,0,2,1,0,0,0,0
11,26,2018,23,0,2,1,0,0,0,0
11,27,2018,0,0,3,1,0,0,0,0
11,27,2018,1,0,3,1,0,0,0,0
11,27,2018,2,0,3,1,0,0,0,0
11,27,2018,3,0,3,1,0,0,0,0
11,27,2018,4,0,3,1,0,0,0,0
11,27,2018,5,0,3,1,0,0,0,0
11,27,2018,6,0,3,1,0,0,0,0
11,27,2018,7,0,3,1,0,0,0,0
11,27,2018,8,0,3,1,0,0,0,0
11,27,2018,9,0,3,1,0,0,0,0
11,27,2018,10,0,3,1,0,0,0,0
11,27,2018,11,0,3,1,0,0,0,0
11,27,2018,12,0,3,1,0,0,0,0
11,27,2018,13,0,3,1,0,0,0,0
11,27,2018,14,0,3,1,0,0,0,0
11,27,2018,15,0,3,1,0,0,0,0
11,27,2018,16,0,3,1,0,0,0,0
11,27,2018,17,0,3,1,0,0,0,0
11,27,2018,18,0,3,1,0,0,0,0
11,27,2018,19,0,3,1,0,0,0,0
11,27,2018,20,0,3,1,0,0,0,0
11,27,2018,21,0,3,1,0,0,0,0
11,27,2018,22,0,3,1,0,0,0,0
11,27,2018,23,0,3,1,0,0,0,0
11,28,2018,0,0,4,1,0,0,0,0
11,28,2018,1,0,4,1,0,0,0,0
11,28,2018,2,0,4,1,0,0,0,0
11,28,2018,3,0,4,1,0,0,0,0
11,28,2018,4,0,4,1,0,0,0,0
11,28,2018,5,0,4,1,0,0,0,0
11,28,2018,6,0,4,1,0,0,0,0
11,28,2018,7,0,4,1,0,0,0,0
11,28,2018,8,0,4,1,0,0,0,0
11,28,2018,9,0,4,1,0,0,0,0
11,28,2018,10,0,4,1,0,0,0,0
11,28,2018,11,0,4,1,0,0,0,0
11,28,2018,12,0,4,1,0,0,0,0
11,28,2018,13,0,4,1,0,0,0,0
11,28,2018,14,0,4,1,0,0,0,0
11,28,2018,15,0,4,1,0,0,0,0
11,28,2018,16,0,4,1,0,0,0,0
11,28,2018,17,0,4,1,0,0,0,0
11,28,2018,18,0,4,1,0,0,0,0
11,28,2018,19,0,4,1,0,0,0,0
11,28,2018,20,0,4,1,0,0,0,0
11,28,2018,21,0,4,1,0,0,0,0
11,28,2018,22,0,4,1,0,0,0,0
11,28,2018,23,0,4,1,0,0,0,0
11,29,2018,0,0,5,1,0,0,0,0
11,29,2018,1,0,5,1,0,0,0,0
11,29,2018,2,0,5,1,0,0,0,0
11,29,2018,3,0,5,1,0,0,0,0
